ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morphemes,Cognates,Surface_Form,Underlying_Form,Tokens
Shanghainese-Chan-2019-133-21-21-1,,Shanghainese,Chan-2019-133-21-21,ȵiᴇ²³iɪʔ⁵⁵,ȵiᴇ²³iɪʔ⁵⁵,ȵ ie̞ ²³ + iɪ ʔ ⁵⁵,,Shanghainese,,,,,twenty one,20 1,ȵ ie̞ ²³ + iɪ ʔ ⁵⁵,ȵ iᴇ ²³ + iɪ ʔ ⁵⁵,ȵ iᴇ ²³ + iɪ ʔ ⁵⁵
Shanghainese-Chan-2019-133-22-22-1,,Shanghainese,Chan-2019-133-22-22,ȵiᴇ²³ȵi²³,ȵiᴇ²³ȵi²³,ȵ ie̞ ²³ + ȵ i ²³,,Shanghainese,,,,,twenty two,20 2,ȵ ie̞ ²³ + ȵ i ²³,ȵ iᴇ ²³ + ȵ i ²³,ȵ iᴇ ²³ + ȵ i ²³
Shanghainese-Chan-2019-133-23-23-1,,Shanghainese,Chan-2019-133-23-23,ȵiᴇ²³sᴇ⁵³,ȵiᴇ²³sᴇ⁵³,ȵ ie̞ ²³ + s e̞ ⁵³,,Shanghainese,,,,,twenty three,20 3,ȵ ie̞ ²³ + s e̞ ⁵³,ȵ iᴇ ²³ + s ᴇ ⁵³,ȵ iᴇ ²³ + s ᴇ ⁵³
Shanghainese-Chan-2019-133-24-24-1,,Shanghainese,Chan-2019-133-24-24,ȵiᴇ²³sɿ³⁴,ȵiᴇ²³sɿ³⁴,ȵ ie̞ ²³ + s ɿ ³⁴,,Shanghainese,,,,,twenty four,20 4,ȵ ie̞ ²³ + s ɿ ³⁴,ȵ iᴇ ²³ + s ɿ ³⁴,ȵ iᴇ ²³ + s ɿ ³⁴
Shanghainese-Chan-2019-133-25-25-1,,Shanghainese,Chan-2019-133-25-25,ȵiᴇ²³ɦŋ̍²³,ȵiᴇ²³ɦŋ̍²³,ȵ ie̞ ²³ + ɦ ŋ̍ ²³,,Shanghainese,,,,,twenty five,20 5,ȵ ie̞ ²³ + ɦ ŋ̍ ²³,ȵ iᴇ ²³ + ɦ ŋ̍ ²³,ȵ iᴇ ²³ + ɦ ŋ̍ ²³
Shanghainese-Chan-2019-133-26-26-1,,Shanghainese,Chan-2019-133-26-26,ȵiᴇ²³loʔ¹²,ȵiᴇ²³loʔ¹²,ȵ ie̞ ²³ + l o ʔ ¹²,,Shanghainese,,,,,twenty six,20 6,ȵ ie̞ ²³ + l o ʔ ¹²,ȵ iᴇ ²³ + l o ʔ ¹²,ȵ iᴇ ²³ + l o ʔ ¹²
Shanghainese-Chan-2019-133-27-27-1,,Shanghainese,Chan-2019-133-27-27,ȵiᴇ²³tɕ'iɪʔ,ȵiᴇ²³tɕ'iɪʔ,ȵ ie̞ ²³ + tɕʰ iɪ ʔ,,Shanghainese,,,,,twenty seven,20 7,ȵ ie̞ ²³ + tɕʰ iɪ ʔ,ȵ iᴇ ²³ + tɕʰ iɪ ʔ,ȵ iᴇ ²³ + tɕʰ iɪ ʔ
Shanghainese-Chan-2019-133-28-28-1,,Shanghainese,Chan-2019-133-28-28,ȵiᴇ²³pᴀʔ⁵⁵,ȵiᴇ²³pᴀʔ⁵⁵,ȵ ie̞ ²³ + p ᴀ ʔ ⁵⁵,,Shanghainese,,,,,twenty eight,20 8,ȵ ie̞ ²³ + p ᴀ ʔ ⁵⁵,ȵ iᴇ ²³ + p ᴀ ʔ ⁵⁵,ȵ iᴇ ²³ + p ᴀ ʔ ⁵⁵
Shanghainese-Chan-2019-133-29-29-1,,Shanghainese,Chan-2019-133-29-29,ȵiᴇ²³tɕiɤ³⁴,ȵiᴇ²³tɕiɤ³⁴,ȵ ie̞ ²³ + tɕ iɤ ³⁴,,Shanghainese,,,,,twenty nine,20 9,ȵ ie̞ ²³ + tɕ iɤ ³⁴,ȵ iᴇ ²³ + tɕ iɤ ³⁴,ȵ iᴇ ²³ + tɕ iɤ ³⁴
Shanghainese-Chan-2019-133-30-30-1,,Shanghainese,Chan-2019-133-30-30,sᴇ⁵³zəʔ¹²,sᴇ⁵³zəʔ¹²,s e̞ ⁵³ + z ə ʔ ¹²,,Shanghainese,,,,,three ten,3 10,s e̞ ⁵³ + z ə ʔ ¹²,s ᴇ ⁵³ + z ə ʔ ¹²,s ᴇ ⁵³ + z ə ʔ ¹²
Shanghainese-Chan-2019-133-31-31-1,,Shanghainese,Chan-2019-133-31-31,sᴇ⁵³zəʔ¹²iɪʔ⁵⁵,sᴇ⁵³zəʔ¹²iɪʔ⁵⁵,s e̞ ⁵³ + z ə ʔ ¹² + iɪ ʔ ⁵⁵,,Shanghainese,,,,,three ten one,3 10 1,s e̞ ⁵³ + z ə ʔ ¹² + iɪ ʔ ⁵⁵,s ᴇ ⁵³ + z ə ʔ ¹² + iɪ ʔ ⁵⁵,s ᴇ ⁵³ + z ə ʔ ¹² + iɪ ʔ ⁵⁵
Shanghainese-Chan-2019-133-32-32-1,,Shanghainese,Chan-2019-133-32-32,sᴇ⁵³zəʔ¹²ȵi²³,sᴇ⁵³zəʔ¹²ȵi²³,s e̞ ⁵³ + z ə ʔ ¹² + ȵ i ²³,,Shanghainese,,,,,three ten two,3 10 2,s e̞ ⁵³ + z ə ʔ ¹² + ȵ i ²³,s ᴇ ⁵³ + z ə ʔ ¹² + ȵ i ²³,s ᴇ ⁵³ + z ə ʔ ¹² + ȵ i ²³
Shanghainese-Chan-2019-133-33-33-1,,Shanghainese,Chan-2019-133-33-33,sᴇ⁵³zəʔ¹²sᴇ⁵³,sᴇ⁵³zəʔ¹²sᴇ⁵³,s e̞ ⁵³ + z ə ʔ ¹² + s e̞ ⁵³,,Shanghainese,,,,,three ten three,3 10 3,s e̞ ⁵³ + z ə ʔ ¹² + s e̞ ⁵³,s ᴇ ⁵³ + z ə ʔ ¹² + s ᴇ ⁵³,s ᴇ ⁵³ + z ə ʔ ¹² + s ᴇ ⁵³
Shanghainese-Chan-2019-133-34-34-1,,Shanghainese,Chan-2019-133-34-34,sᴇ⁵³zəʔ¹²sɿ³⁴,sᴇ⁵³zəʔ¹²sɿ³⁴,s e̞ ⁵³ + z ə ʔ ¹² + s ɿ ³⁴,,Shanghainese,,,,,three ten four,3 10 4,s e̞ ⁵³ + z ə ʔ ¹² + s ɿ ³⁴,s ᴇ ⁵³ + z ə ʔ ¹² + s ɿ ³⁴,s ᴇ ⁵³ + z ə ʔ ¹² + s ɿ ³⁴
Shanghainese-Chan-2019-133-35-35-1,,Shanghainese,Chan-2019-133-35-35,sᴇ⁵³zəʔ¹²ɦŋ̍²³,sᴇ⁵³zəʔ¹²ɦŋ̍²³,s e̞ ⁵³ + z ə ʔ ¹² + ɦ ŋ̍ ²³,,Shanghainese,,,,,three ten five,3 10 5,s e̞ ⁵³ + z ə ʔ ¹² + ɦ ŋ̍ ²³,s ᴇ ⁵³ + z ə ʔ ¹² + ɦ ŋ̍ ²³,s ᴇ ⁵³ + z ə ʔ ¹² + ɦ ŋ̍ ²³
Shanghainese-Chan-2019-133-36-36-1,,Shanghainese,Chan-2019-133-36-36,sᴇ⁵³zəʔ¹²loʔ¹²,sᴇ⁵³zəʔ¹²loʔ¹²,s e̞ ⁵³ + z ə ʔ ¹² + l o ʔ ¹²,,Shanghainese,,,,,three ten six,3 10 6,s e̞ ⁵³ + z ə ʔ ¹² + l o ʔ ¹²,s ᴇ ⁵³ + z ə ʔ ¹² + l o ʔ ¹²,s ᴇ ⁵³ + z ə ʔ ¹² + l o ʔ ¹²
Shanghainese-Chan-2019-133-37-37-1,,Shanghainese,Chan-2019-133-37-37,sᴇ⁵³zəʔ¹²tɕ'iɪʔ,sᴇ⁵³zəʔ¹²tɕ'iɪʔ,s e̞ ⁵³ + z ə ʔ ¹² + tɕʰ iɪ ʔ,,Shanghainese,,,,,three ten seven,3 10 7,s e̞ ⁵³ + z ə ʔ ¹² + tɕʰ iɪ ʔ,s ᴇ ⁵³ + z ə ʔ ¹² + tɕʰ iɪ ʔ,s ᴇ ⁵³ + z ə ʔ ¹² + tɕʰ iɪ ʔ
Shanghainese-Chan-2019-133-38-38-1,,Shanghainese,Chan-2019-133-38-38,sᴇ⁵³zəʔ¹²pᴀʔ⁵⁵,sᴇ⁵³zəʔ¹²pᴀʔ⁵⁵,s e̞ ⁵³ + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,,Shanghainese,,,,,three ten eight,3 10 8,s e̞ ⁵³ + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,s ᴇ ⁵³ + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,s ᴇ ⁵³ + z ə ʔ ¹² + p ᴀ ʔ ⁵⁵
Shanghainese-Chan-2019-133-39-39-1,,Shanghainese,Chan-2019-133-39-39,sᴇ⁵³zəʔ¹²tɕiɤ³⁴,sᴇ⁵³zəʔ¹²tɕiɤ³⁴,s e̞ ⁵³ + z ə ʔ ¹² + tɕ iɤ ³⁴,,Shanghainese,,,,,three ten nine,3 10 9,s e̞ ⁵³ + z ə ʔ ¹² + tɕ iɤ ³⁴,s ᴇ ⁵³ + z ə ʔ ¹² + tɕ iɤ ³⁴,s ᴇ ⁵³ + z ə ʔ ¹² + tɕ iɤ ³⁴
Shanghainese-Chan-2019-133-40-40-1,,Shanghainese,Chan-2019-133-40-40,sɿ³⁴səʔ¹²,sɿ³⁴səʔ¹²,s ɿ ³⁴ + s ə ʔ ¹²,,Shanghainese,,,,,four ten,4 10,s ɿ ³⁴ + s ə ʔ ¹²,s ɿ ³⁴ + z ə ʔ ¹²,s ɿ ³⁴ + s/z ə ʔ ¹²
Spanish-Chan-2019-133-1-1-1,,Spanish,Chan-2019-133-1-1,uno,uno,u n + o,,OpenDictData2025span;Manczak1985,,,,,one mask_flex,1 23,u n + o,u n + o,u n + o
Spanish-Chan-2019-133-2-2-1,,Spanish,Chan-2019-133-2-2,dos,dos,d o s,,OpenDictData2025span;Manczak1985,,,,,two,2,d o s,ð o s,d/ð o s
Spanish-Chan-2019-133-3-3-1,,Spanish,Chan-2019-133-3-3,tɾes,tɾes,t ɾ e s,,OpenDictData2025span;Manczak1985,,,,,three,3,t ɾ e s,t ɾ e s,t ɾ e s
Spanish-Chan-2019-133-4-4-1,,Spanish,Chan-2019-133-4-4,kwatɾo,kwatɾo,k w a t ɾ o,,OpenDictData2025span;Manczak1985,,,,,four,4,k w a t ɾ o,k w a t ɾ o,k w a t ɾ o
Spanish-Chan-2019-133-5-5-1,,Spanish,Chan-2019-133-5-5,θiŋko,θiŋko,θ i ŋ k o,,OpenDictData2025span;Manczak1985,,,,,five,5,θ i ŋ k o,θ i ŋ k o,θ i ŋ k o
Spanish-Chan-2019-133-6-6-1,,Spanish,Chan-2019-133-6-6,seis,seis,s e i s,,OpenDictData2025span;Manczak1985,,,,,six,6,s e i s,s e i s,s e i s
Spanish-Chan-2019-133-7-7-1,,Spanish,Chan-2019-133-7-7,sjete,sjete,s j e t e,,OpenDictData2025span;Manczak1985,,,,,seven,7,s j e t e,s j e t e,s j e t e
Spanish-Chan-2019-133-8-8-1,,Spanish,Chan-2019-133-8-8,otʃo,otʃo,o tʃ o,,OpenDictData2025span;Manczak1985,,,,,eight,8,o tʃ o,o tʃ o,o tʃ o
Spanish-Chan-2019-133-9-9-1,,Spanish,Chan-2019-133-9-9,nweβe,nweβe,n w e β e,,OpenDictData2025span;Manczak1985,,,,,nine,9,n w e β e,n w e β e,n w e β e
Spanish-Chan-2019-133-10-10-1,,Spanish,Chan-2019-133-10-10,djeθ,djeθ,d j e θ,,OpenDictData2025span;Manczak1985,,,,,ten,10,d j e θ,d j e θ,d j e θ
Spanish-Chan-2019-133-11-11-1,,Spanish,Chan-2019-133-11-11,onθe,onθe,o n θ e,,OpenDictData2025span;Manczak1985,,,,,eleven,11,o n θ e,o n θ e,o n θ e
Spanish-Chan-2019-133-12-12-1,,Spanish,Chan-2019-133-12-12,doθe,doθe,d o θ e,,OpenDictData2025span;Manczak1985,,,,,twelve,12,d o θ e,d o θ e,d o θ e
Spanish-Chan-2019-133-13-13-1,,Spanish,Chan-2019-133-13-13,tɾeθe,tɾeθe,t ɾ e θ e,,OpenDictData2025span;Manczak1985,,,,,thirteen,13,t ɾ e θ e,t ɾ e θ e,t ɾ e θ e
Spanish-Chan-2019-133-14-14-1,,Spanish,Chan-2019-133-14-14,katoɾθe,katoɾθe,k a t o ɾ θ e,,OpenDictData2025span;Manczak1985,,,,,fourteen,14,k a t o ɾ θ e,k a t o ɾ θ e,k a t o ɾ θ e
Spanish-Chan-2019-133-15-15-1,,Spanish,Chan-2019-133-15-15,kinθe,kinθe,k i n θ e,,OpenDictData2025span;Manczak1985,,,,,fifteen,15,k i n θ e,k i n θ e,k i n θ e
Spanish-Chan-2019-133-16-16-1,,Spanish,Chan-2019-133-16-16,djeθiseis,djeθiseis,d j e θ + i + s e i s,,OpenDictData2025span;Manczak1985,,,,,ten and six,10 21 6,d j e θ + i + s e i s,d j e θ + i + s e i s,d j e θ + i + s e i s
Spanish-Chan-2019-133-17-17-1,,Spanish,Chan-2019-133-17-17,djeθisjete,djeθisjete,d j e θ + i + s j e t e,,OpenDictData2025span;Manczak1985,,,,,ten and seven,10 21 7,d j e θ + i + s j e t e,d j e θ + i + s j e t e,d j e θ + i + s j e t e
Spanish-Chan-2019-133-18-18-1,,Spanish,Chan-2019-133-18-18,djeθiotʃo,djeθiotʃo,d j e θ + i + o tʃ o,,OpenDictData2025span;Manczak1985,,,,,ten and eight,10 21 8,d j e θ + i + o tʃ o,d j e θ + i + o tʃ o,d j e θ + i + o tʃ o
Spanish-Chan-2019-133-19-19-1,,Spanish,Chan-2019-133-19-19,djeθinweβe,djeθinweβe,d j e θ + i + n w e β e,,OpenDictData2025span;Manczak1985,,,,,ten and nine,10 21 9,d j e θ + i + n w e β e,d j e θ + i + n w e β e,d j e θ + i + n w e β e
Spanish-Chan-2019-133-20-20-1,,Spanish,Chan-2019-133-20-20,beinte,beinte,b e i n t e,,OpenDictData2025span;Manczak1985,,,,,twenty,20,b e i n t e,b e i n t e,b e i n t e
Spanish-Chan-2019-133-21-21-1,,Spanish,Chan-2019-133-21-21,beintjuno,beintjuno,b e i n t + j + u n + o,,OpenDictData2025span;Manczak1985,,,,,twenty and one mask_flex,20 21 1 23,b e i n t + j + u n + o,b e i n t e + i + u n + o,b e i n t -/e + j/i + u n + o
Spanish-Chan-2019-133-22-22-1,,Spanish,Chan-2019-133-22-22,beinti'ðos,beinti'ðos,b e i n t + i + ð o s,,OpenDictData2025span;Manczak1985,,,,,twenty and two,20 21 2,b e i n t + i + ð o s,b e i n t e + i + ð o s,b e i n t -/e + i + ð o s
Spanish-Chan-2019-133-23-23-1,,Spanish,Chan-2019-133-23-23,beintitɾes,beintitɾes,b e i n t + i + t ɾ e s,,OpenDictData2025span;Manczak1985,,,,,twenty and three,20 21 3,b e i n t + i + t ɾ e s,b e i n t e + i + t ɾ e s,b e i n t -/e + i + t ɾ e s
Spanish-Chan-2019-133-24-24-1,,Spanish,Chan-2019-133-24-24,beintikwatɾo,beintikwatɾo,b e i n t + i + k w a t ɾ o,,OpenDictData2025span;Manczak1985,,,,,twenty and four,20 21 4,b e i n t + i + k w a t ɾ o,b e i n t e + i + k w a t ɾ o,b e i n t -/e + i + k w a t ɾ o
Spanish-Chan-2019-133-25-25-1,,Spanish,Chan-2019-133-25-25,beintiθiŋko,beintiθiŋko,b e i n t + i + θ i ŋ k o,,OpenDictData2025span;Manczak1985,,,,,twenty and five,20 21 5,b e i n t + i + θ i ŋ k o,b e i n t e + i + θ i ŋ k o,b e i n t -/e + i + θ i ŋ k o
Spanish-Chan-2019-133-26-26-1,,Spanish,Chan-2019-133-26-26,beinti'seis,beinti'seis,b e i n t + i + s e i s,,OpenDictData2025span;Manczak1985,,,,,twenty and six,20 21 6,b e i n t + i + s e i s,b e i n t e + i + s e i s,b e i n t -/e + i + s e i s
Spanish-Chan-2019-133-27-27-1,,Spanish,Chan-2019-133-27-27,beintisjete,beintisjete,b e i n t + i + s j e t e,,OpenDictData2025span;Manczak1985,,,,,twenty and seven,20 21 7,b e i n t + i + s j e t e,b e i n t e + i + s j e t e,b e i n t -/e + i + s j e t e
Spanish-Chan-2019-133-28-28-1,,Spanish,Chan-2019-133-28-28,beintiotʃo,beintiotʃo,b e i n t + i + o tʃ o,,OpenDictData2025span;Manczak1985,,,,,twenty and eight,20 21 8,b e i n t + i + o tʃ o,b e i n t e + i + o tʃ o,b e i n t -/e + i + o tʃ o
Spanish-Chan-2019-133-29-29-1,,Spanish,Chan-2019-133-29-29,beintinweβe,beintinweβe,b e i n t + i + n w e β e,,OpenDictData2025span;Manczak1985,,,,,twenty and nine,20 21 9,b e i n t + i + n w e β e,b e i n t e + i + n w e β e,b e i n t -/e + i + n w e β e
Spanish-Chan-2019-133-30-30-1,,Spanish,Chan-2019-133-30-30,tɾeinta,tɾeinta,t ɾ e + i n t a,,OpenDictData2025span;Manczak1985,,,,,three tenstep,3 19,t ɾ e + i n t a,t ɾ e s + e n t a,t ɾ e -/s + i/e n t a
Spanish-Chan-2019-133-31-31-1,,Spanish,Chan-2019-133-31-31,tɾeintaiuno,tɾeintaiuno,t ɾ e + i n t a + i + u n + o,,OpenDictData2025span;Manczak1985,,,,,three tenstep and one mask_flex,3 19 21 1 23,t ɾ e + i n t a + i + u n + o,t ɾ e s + e n t a + i + u n + o,t ɾ e -/s + i/e n t a + i + u n + o
Spanish-Chan-2019-133-32-32-1,,Spanish,Chan-2019-133-32-32,tɾeintaiðos,tɾeintaiðos,t ɾ e + i n t a + i + ð o s,,OpenDictData2025span;Manczak1985,,,,,three tenstep and two,3 19 21 2,t ɾ e + i n t a + i + ð o s,t ɾ e s + e n t a + i + ð o s,t ɾ e -/s + i/e n t a + i + ð o s
Spanish-Chan-2019-133-33-33-1,,Spanish,Chan-2019-133-33-33,tɾeintaitɾes,tɾeintaitɾes,t ɾ e + i n t a + i + t ɾ e s,,OpenDictData2025span;Manczak1985,,,,,three tenstep and three,3 19 21 3,t ɾ e + i n t a + i + t ɾ e s,t ɾ e s + e n t a + i + t ɾ e s,t ɾ e -/s + i/e n t a + i + t ɾ e s
Spanish-Chan-2019-133-34-34-1,,Spanish,Chan-2019-133-34-34,tɾeintaikwatɾo,tɾeintaikwatɾo,t ɾ e + i n t a + i + k w a t ɾ o,,OpenDictData2025span;Manczak1985,,,,,three tenstep and four,3 19 21 4,t ɾ e + i n t a + i + k w a t ɾ o,t ɾ e s + e n t a + i + k w a t ɾ o,t ɾ e -/s + i/e n t a + i + k w a t ɾ o
Spanish-Chan-2019-133-35-35-1,,Spanish,Chan-2019-133-35-35,tɾeintaiθiŋko,tɾeintaiθiŋko,t ɾ e + i n t a + i + θ i ŋ k o,,OpenDictData2025span;Manczak1985,,,,,three tenstep and five,3 19 21 5,t ɾ e + i n t a + i + θ i ŋ k o,t ɾ e s + e n t a + i + θ i ŋ k o,t ɾ e -/s + i/e n t a + i + θ i ŋ k o
Spanish-Chan-2019-133-36-36-1,,Spanish,Chan-2019-133-36-36,tɾeintaiseis,tɾeintaiseis,t ɾ e + i n t a + i + s e i s,,OpenDictData2025span;Manczak1985,,,,,three tenstep and six,3 19 21 6,t ɾ e + i n t a + i + s e i s,t ɾ e s + e n t a + i + s e i s,t ɾ e -/s + i/e n t a + i + s e i s
Spanish-Chan-2019-133-37-37-1,,Spanish,Chan-2019-133-37-37,tɾeintaisjete,tɾeintaisjete,t ɾ e + i n t a + i + s j e t e,,OpenDictData2025span;Manczak1985,,,,,three tenstep and seven,3 19 21 7,t ɾ e + i n t a + i + s j e t e,t ɾ e s + e n t a + i + s j e t e,t ɾ e -/s + i/e n t a + i + s j e t e
Spanish-Chan-2019-133-38-38-1,,Spanish,Chan-2019-133-38-38,tɾeintaiotʃo,tɾeintaiotʃo,t ɾ e + i n t a + i + o tʃ o,,OpenDictData2025span;Manczak1985,,,,,three tenstep and eight,3 19 21 8,t ɾ e + i n t a + i + o tʃ o,t ɾ e s + e n t a + i + o tʃ o,t ɾ e -/s + i/e n t a + i + o tʃ o
Spanish-Chan-2019-133-39-39-1,,Spanish,Chan-2019-133-39-39,tɾeintainweβe,tɾeintainweβe,t ɾ e + i n t a + i + n w e β e,,OpenDictData2025span;Manczak1985,,,,,three tenstep and nine,3 19 21 9,t ɾ e + i n t a + i + n w e β e,t ɾ e s + e n t a + i + n w e β e,t ɾ e -/s + i/e n t a + i + n w e β e
Spanish-Chan-2019-133-40-40-1,,Spanish,Chan-2019-133-40-40,kwaɾenta,kwaɾenta,k w a ɾ + e n t a,,OpenDictData2025span;Manczak1985,,,,,four tenstep,4 19,k w a ɾ + e n t a,k w a t ɾ o + e n t a,k w a -/t ɾ -/o + e n t a
Telugu-Chan-2019-133-1-1-1,,Telugu,Chan-2019-133-1-1,okʌʈi,okʌʈi,o k ʌ ʈ i,,Telugu,,,,,one,1,o k ʌ ʈ i,o k ʌ ʈ i,o k ʌ ʈ i
Telugu-Chan-2019-133-2-2-1,,Telugu,Chan-2019-133-2-2,renɖu,renɖu,r e n ɖ u,,Telugu,,,,,two,2,r e n ɖ u,r e n ɖ u,r e n ɖ u
Telugu-Chan-2019-133-3-3-1,,Telugu,Chan-2019-133-3-3,muːɖu,muːɖu,m uː ɖ u,,Telugu,,,,,three,3,m uː ɖ u,m uː ɖ u,m uː ɖ u
Telugu-Chan-2019-133-4-4-1,,Telugu,Chan-2019-133-4-4,naːlugu,naːlugu,n aː l u g u,,Telugu,,,,,four,4,n aː l u g u,n aː l u g u,n aː l u g u
Telugu-Chan-2019-133-5-5-1,,Telugu,Chan-2019-133-5-5,ʌjidu,ʌjidu,ʌ j i d u,,Telugu,,,,,five,5,ʌ j i d u,ʌ j i d u,ʌ j i d u
Telugu-Chan-2019-133-6-6-1,,Telugu,Chan-2019-133-6-6,aːɾu,aːɾu,aː ɾ u,,Telugu,,,,,six,6,aː ɾ u,aː ɾ u,aː ɾ u
Telugu-Chan-2019-133-7-7-1,,Telugu,Chan-2019-133-7-7,eːɖu,eːɖu,eː ɖ u,,Telugu,,,,,seven,7,eː ɖ u,eː ɖ u,eː ɖ u
Telugu-Chan-2019-133-8-8-1,,Telugu,Chan-2019-133-8-8,enimidi,enimidi,e n i m i d i,,Telugu,,,,,eight,8,e n i m i d i,e n i m i d i,e n i m i d i
Telugu-Chan-2019-133-9-9-1,,Telugu,Chan-2019-133-9-9,tomːidi,tomːidi,t o mː i d i,,Telugu,,,,,nine,9,t o mː i d i,t o mː i d i,t o mː i d i
Telugu-Chan-2019-133-10-10-1,,Telugu,Chan-2019-133-10-10,pʌdi,pʌdi,p ʌ d i,,Telugu,,,,,ten,10,p ʌ d i,p ʌ d i,p ʌ d i
Telugu-Chan-2019-133-11-11-1,,Telugu,Chan-2019-133-11-11,pʌdʌkonɖu,pʌdʌkonɖu,p ʌ d ʌ + k o n ɖ u,,Telugu,,,,,ten plusone,10 12,p ʌ d ʌ + k o n ɖ u,p ʌ d i + k o n ɖ u,p ʌ d ʌ/i + k o n ɖ u
Telugu-Chan-2019-133-12-12-1,,Telugu,Chan-2019-133-12-12,pʌnenɖu,pʌnenɖu,p ʌ n + e n ɖ u,,Telugu,,,,,ten two,10 2,p ʌ n + e n ɖ u,p ʌ d i + r e n ɖ u,p ʌ n/d -/i + -/r e n ɖ u
Telugu-Chan-2019-133-13-13-1,,Telugu,Chan-2019-133-13-13,pʌdʌmuɖu,pʌdʌmuɖu,p ʌ d ʌ + m u ɖ u,,Telugu,,,,,ten three,10 3,p ʌ d ʌ + m u ɖ u,p ʌ d i + m uː ɖ u,p ʌ d ʌ/i + m u/uː ɖ u
Telugu-Chan-2019-133-14-14-1,,Telugu,Chan-2019-133-14-14,pʌdnaːlugu,pʌdnaːlugu,p ʌ d + n aː l u g u,,Telugu,,,,,ten four,10 4,p ʌ d + n aː l u g u,p ʌ d i + n aː l u g u,p ʌ d -/i + n aː l u g u
Telugu-Chan-2019-133-15-15-1,,Telugu,Chan-2019-133-15-15,pʌdʌ nʌjidu,pʌdʌ nʌjidu,p ʌ d ʌ + h ʌ j i d u,,Telugu,,,,,ten five,10 5,p ʌ d ʌ + h ʌ j i d u,p ʌ d i + ʌ j i d u,p ʌ d ʌ/i + h/- ʌ j i d u
Telugu-Chan-2019-133-16-16-1,,Telugu,Chan-2019-133-16-16,pʌdʌha:ru,pʌdʌha:ru,p ʌ d ʌ + h aː ɾ u,,Telugu,,,,,ten six,10 6,p ʌ d ʌ + h aː ɾ u,p ʌ d i + aː ɾ u,p ʌ d ʌ/i + h/- aː ɾ u
Telugu-Chan-2019-133-17-17-1,,Telugu,Chan-2019-133-17-17,pʌdihe:du,pʌdihe:du,p ʌ d i + h eː ɖ u,,Telugu,,,,,ten seven,10 7,p ʌ d i + h eː ɖ u,p ʌ d i + eː ɖ u,p ʌ d i + h/- eː ɖ u
Telugu-Chan-2019-133-18-18-1,,Telugu,Chan-2019-133-18-18,pʌdhenimidi,pʌdhenimidi,p ʌ d + h e n i m i d i,,Telugu,,,,,ten eight,10 8,p ʌ d + h e n i m i d i,p ʌ d i + e n i m i d i,p ʌ d -/i + h/- e n i m i d i
Telugu-Chan-2019-133-19-19-1,,Telugu,Chan-2019-133-19-19,pʌndomidi,pʌndomidi,p ʌ n + d o mː i d i,,Telugu,,,,,ten nine,10 9,p ʌ n + d o mː i d i,p ʌ d i + t o mː i d i,p ʌ n/d -/i + d/t o mː i d i
Telugu-Chan-2019-133-20-20-1,,Telugu,Chan-2019-133-20-20,iɾavaɪ̯,iɾavaɪ̯,i ɾ a + v aɪ̯,,Telugu,,,,,twice ten,11 10,i ɾ a + v aɪ̯,i ɾ a + p ʌ d i,i ɾ a + v/p aɪ̯/ʌ -/d -/i
Telugu-Chan-2019-133-21-21-1,,Telugu,Chan-2019-133-21-21,iɾavaɪ̯ okʌʈi,iɾavaɪ̯ okʌʈi,i ɾ a + v aɪ̯ + o k ʌ ʈ i,,Telugu,,,,,twice ten one,11 10 1,i ɾ a + v aɪ̯ + o k ʌ ʈ i,i ɾ a + p ʌ d i + o k ʌ ʈ i,i ɾ a + v/p aɪ̯/ʌ -/d -/i + o k ʌ ʈ i
Telugu-Chan-2019-133-22-22-1,,Telugu,Chan-2019-133-22-22,iɾavaɪ̯ renɖu,iɾavaɪ̯ renɖu,i ɾ a + v aɪ̯ + r e n ɖ u,,Telugu,,,,,twice ten two,11 10 2,i ɾ a + v aɪ̯ + r e n ɖ u,i ɾ a + p ʌ d i + r e n ɖ u,i ɾ a + v/p aɪ̯/ʌ -/d -/i + r e n ɖ u
Telugu-Chan-2019-133-23-23-1,,Telugu,Chan-2019-133-23-23,iɾavaɪ̯ muːɖu,iɾavaɪ̯ muːɖu,i ɾ a + v aɪ̯ + m uː ɖ u,,Telugu,,,,,twice ten three,11 10 3,i ɾ a + v aɪ̯ + m uː ɖ u,i ɾ a + p ʌ d i + m uː ɖ u,i ɾ a + v/p aɪ̯/ʌ -/d -/i + m uː ɖ u
Telugu-Chan-2019-133-24-24-1,,Telugu,Chan-2019-133-24-24,iɾavaɪ̯ naːlugu,iɾavaɪ̯ naːlugu,i ɾ a + v aɪ̯ + n aː l u g u,,Telugu,,,,,twice ten four,11 10 4,i ɾ a + v aɪ̯ + n aː l u g u,i ɾ a + p ʌ d i + n aː l u g u,i ɾ a + v/p aɪ̯/ʌ -/d -/i + n aː l u g u
