ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morphemes,Cognates,Surface_Form,Underlying_Form,Tokens
Scottish_Gaelic-Chan-2019-133-16-16-1,,Scottish_Gaelic,Chan-2019-133-16-16,ʃiadʲiəg,ʃiadʲiəg,ʃ i a + dʲ i ə g,,LearnGaelic2021,,,,,six ten,6 11,ʃ i a + dʲ i ə g,ʃ i a + dʲ e ç,ʃ i a + dʲ i/- ə/e g/ç
Scottish_Gaelic-Chan-2019-133-17-17-1,,Scottish_Gaelic,Chan-2019-133-17-17,ʃɛxgdʲiəg,ʃɛxgdʲiəg,ʃ ɛ x g + dʲ i ə g,,LearnGaelic2021,,,,,seven ten,7 11,ʃ ɛ x g + dʲ i ə g,ʃ ɛ x g + dʲ e ç,ʃ ɛ x g + dʲ i/- ə/e g/ç
Scottish_Gaelic-Chan-2019-133-18-18-1,,Scottish_Gaelic,Chan-2019-133-18-18,ɔxgdʲiəg,ɔxgdʲiəg,ɔ x g + dʲ i ə g,,LearnGaelic2021,,,,,eight ten,8 11,ɔ x g + dʲ i ə g,ɔ x g + dʲ e ç,ɔ x g + dʲ i/- ə/e g/ç
Scottish_Gaelic-Chan-2019-133-19-19-1,,Scottish_Gaelic,Chan-2019-133-19-19,n̪ˠɯjdʲiəg,n̪ˠɯjdʲiəg,n̪ˠ ɯ j + dʲ i ə g,,LearnGaelic2021,,,,,nine ten,9 11,n̪ˠ ɯ j + dʲ i ə g,n̪ˠ ɯ j + dʲ e ç,n̪ˠ ɯ j + dʲ i/- ə/e g/ç
Scottish_Gaelic-Chan-2019-133-20-20-1,,Scottish_Gaelic,Chan-2019-133-20-20,fiçəd,fiçəd,f i ç + ə d,,LearnGaelic2021,,,,,twenty -ty,20 12,f i ç + ə d,f i ç + ə d,f i ç + ə d
Scottish_Gaelic-Chan-2019-133-21-21-1,,Scottish_Gaelic,Chan-2019-133-21-21,fiçədsəhɯ̃ːn,fiçədsəhɯ̃ːn,f i ç + ə d + s + ə + h ɯ̃ː n,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle one,20 12 15 16 1,f i ç + ə d + s + ə + h ɯ̃ː n,f i ç + ə d + a ɣ ə s + ə + ɯ̃ː n,f i ç + ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n
Scottish_Gaelic-Chan-2019-133-21-21-2,,Scottish_Gaelic,Chan-2019-133-21-21,ɯ̃ːnɛrʲiçəd,ɯ̃ːnɛrʲiçəd,ɯ̃ː n + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,one on twenty -ty,1 13 20 12,ɯ̃ː n + ɛ rʲ + i ç + ə d,ɯ̃ː n + ɛ rʲ + f i ç + ə d,ɯ̃ː n + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-22-22-1,,Scottish_Gaelic,Chan-2019-133-22-22,fiçədsəɣaː,fiçədsəɣaː,f i ç + ə d + s + ə + ɣ aː,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle two,20 12 15 16 2,f i ç + ə d + s + ə + ɣ aː,f i ç + ə d + a ɣ ə s + ə + d aː,f i ç + ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː
Scottish_Gaelic-Chan-2019-133-22-22-2,,Scottish_Gaelic,Chan-2019-133-22-22,ɣaːɛrʲiçəd,ɣaːɛrʲiçəd,ɣ aː + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,two on twenty -ty,2 13 20 12,ɣ aː + ɛ rʲ + i ç + ə d,d aː + ɛ rʲ + f i ç + ə d,ɣ/d aː + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-23-23-1,,Scottish_Gaelic,Chan-2019-133-23-23,fiçədsətriː,fiçədsətriː,f i ç + ə d + s + ə + t r iː,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle three,20 12 15 16 3,f i ç + ə d + s + ə + t r iː,f i ç + ə d + a ɣ ə s + ə + t r iː,f i ç + ə d + -/a -/ɣ -/ə s + ə + t r iː
Scottish_Gaelic-Chan-2019-133-23-23-2,,Scottish_Gaelic,Chan-2019-133-23-23,triːɛrʲiçəd,triːɛrʲiçəd,t r iː + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,three on twenty -ty,3 13 20 12,t r iː + ɛ rʲ + i ç + ə d,t r iː + ɛ rʲ + f i ç + ə d,t r iː + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-24-24-1,,Scottish_Gaelic,Chan-2019-133-24-24,fiçədsəkʲehɪrʲ,fiçədsəkʲehɪrʲ,f i ç + ə d + s + ə + kʲ e h ɪ rʲ,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle four,20 12 15 16 4,f i ç + ə d + s + ə + kʲ e h ɪ rʲ,f i ç + ə d + a ɣ ə s + ə + kʲ e h ɪ rʲ,f i ç + ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ
Scottish_Gaelic-Chan-2019-133-24-24-2,,Scottish_Gaelic,Chan-2019-133-24-24,kʲehɪrʲɛrʲiçəd,kʲehɪrʲɛrʲiçəd,kʲ e h ɪ rʲ + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,four on twenty -ty,4 13 20 12,kʲ e h ɪ rʲ + ɛ rʲ + i ç + ə d,kʲ e h ɪ rʲ + ɛ rʲ + f i ç + ə d,kʲ e h ɪ rʲ + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-25-25-1,,Scottish_Gaelic,Chan-2019-133-25-25,fiçədsəkoːgʲ,fiçədsəkoːgʲ,f i ç + ə d + s + ə + k oː gʲ,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle five,20 12 15 16 5,f i ç + ə d + s + ə + k oː gʲ,f i ç + ə d + a ɣ ə s + ə + k oː gʲ,f i ç + ə d + -/a -/ɣ -/ə s + ə + k oː gʲ
Scottish_Gaelic-Chan-2019-133-25-25-2,,Scottish_Gaelic,Chan-2019-133-25-25,koːgʲɛrʲiçəd,koːgʲɛrʲiçəd,k oː gʲ + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,five on twenty -ty,5 13 20 12,k oː gʲ + ɛ rʲ + i ç + ə d,k oː gʲ + ɛ rʲ + f i ç + ə d,k oː gʲ + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-26-26-1,,Scottish_Gaelic,Chan-2019-133-26-26,fiçədsəʃia,fiçədsəʃia,f i ç + ə d + s + ə + ʃ i a,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle six,20 12 15 16 6,f i ç + ə d + s + ə + ʃ i a,f i ç + ə d + a ɣ ə s + ə + ʃ i a,f i ç + ə d + -/a -/ɣ -/ə s + ə + ʃ i a
Scottish_Gaelic-Chan-2019-133-26-26-2,,Scottish_Gaelic,Chan-2019-133-26-26,ʃiaɛrʲiçəd,ʃiaɛrʲiçəd,ʃ i a + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,six on twenty -ty,6 13 20 12,ʃ i a + ɛ rʲ + i ç + ə d,ʃ i a + ɛ rʲ + f i ç + ə d,ʃ i a + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-27-27-1,,Scottish_Gaelic,Chan-2019-133-27-27,fiçədsəʃɛxg,fiçədsəʃɛxg,f i ç + ə d + s + ə + ʃ ɛ x g,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle seven,20 12 15 16 7,f i ç + ə d + s + ə + ʃ ɛ x g,f i ç + ə d + a ɣ ə s + ə + ʃ ɛ x g,f i ç + ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g
Scottish_Gaelic-Chan-2019-133-27-27-2,,Scottish_Gaelic,Chan-2019-133-27-27,ʃɛxgɛrʲiçəd,ʃɛxgɛrʲiçəd,ʃ ɛ x g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,seven on twenty -ty,7 13 20 12,ʃ ɛ x g + ɛ rʲ + i ç + ə d,ʃ ɛ x g + ɛ rʲ + f i ç + ə d,ʃ ɛ x g + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-28-28-1,,Scottish_Gaelic,Chan-2019-133-28-28,fiçədsəhɔxg,fiçədsəhɔxg,f i ç + ə d + s + ə + h ɔ x g,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle eight,20 12 15 16 8,f i ç + ə d + s + ə + h ɔ x g,f i ç + ə d + a ɣ ə s + ə + ɔ x g,f i ç + ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g
Scottish_Gaelic-Chan-2019-133-28-28-2,,Scottish_Gaelic,Chan-2019-133-28-28,ɔxgɛrʲiçəd,ɔxgɛrʲiçəd,ɔ x g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,eight on twenty -ty,8 13 20 12,ɔ x g + ɛ rʲ + i ç + ə d,ɔ x g + ɛ rʲ + f i ç + ə d,ɔ x g + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-29-29-1,,Scottish_Gaelic,Chan-2019-133-29-29,fiçədsən̪ˠɯj,fiçədsən̪ˠɯj,f i ç + ə d + s + ə + n̪ˠ ɯ j,decimal,LearnGaelic2021,,,,,twenty -ty and numeral_particle nine,20 12 15 16 9,f i ç + ə d + s + ə + n̪ˠ ɯ j,f i ç + ə d + a ɣ ə s + ə + n̪ˠ ɯ j,f i ç + ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j
Scottish_Gaelic-Chan-2019-133-29-29-2,,Scottish_Gaelic,Chan-2019-133-29-29,n̪ˠɯjɛrʲiçəd,n̪ˠɯjɛrʲiçəd,n̪ˠ ɯ j + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,nine on twenty -ty,9 13 20 12,n̪ˠ ɯ j + ɛ rʲ + i ç + ə d,n̪ˠ ɯ j + ɛ rʲ + f i ç + ə d,n̪ˠ ɯ j + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-30-30-1,,Scottish_Gaelic,Chan-2019-133-30-30,triçəd,triçəd,t r i + ç ə d,decimal,LearnGaelic2021,,,,,three -ty,3 12,t r i + ç ə d,t r iː + ə d,t r i/iː + ç/- ə d
Scottish_Gaelic-Chan-2019-133-30-30-2,,Scottish_Gaelic,Chan-2019-133-30-30,dʲeçɛrʲiçəd,dʲeçɛrʲiçəd,dʲ e ç + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,ten on twenty -ty,11 13 20 12,dʲ e ç + ɛ rʲ + i ç + ə d,dʲ e ç + ɛ rʲ + f i ç + ə d,dʲ e ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-31-31-1,,Scottish_Gaelic,Chan-2019-133-31-31,triçədsəhɯ̃ːn,triçədsəhɯ̃ːn,t r i + ç ə d + s + ə + h ɯ̃ː n,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle one,3 12 15 16 1,t r i + ç ə d + s + ə + h ɯ̃ː n,t r iː + ə d + a ɣ ə s + ə + ɯ̃ː n,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + h/- ɯ̃ː n
Scottish_Gaelic-Chan-2019-133-31-31-2,,Scottish_Gaelic,Chan-2019-133-31-31,ɯ̃ːndʲiəgɛrʲiçəd,ɯ̃ːndʲiəgɛrʲiçəd,ɯ̃ː n + dʲ i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,one ten on twenty -ty,1 11 13 20 12,ɯ̃ː n + dʲ i ə g + ɛ rʲ + i ç + ə d,ɯ̃ː n + dʲ e ç + ɛ rʲ + f i ç + ə d,ɯ̃ː n + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-32-32-1,,Scottish_Gaelic,Chan-2019-133-32-32,triçədsəɣaː,triçədsəɣaː,t r i + ç ə d + s + ə + ɣ aː,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle two,3 12 15 16 2,t r i + ç ə d + s + ə + ɣ aː,t r iː + ə d + a ɣ ə s + ə + d aː,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + ɣ/d aː
Scottish_Gaelic-Chan-2019-133-32-32-2,,Scottish_Gaelic,Chan-2019-133-32-32,ɣaːjiəgɛrʲiçəd,ɣaːjiəgɛrʲiçəd,ɣ aː + j i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,two ten on twenty -ty,2 11 13 20 12,ɣ aː + j i ə g + ɛ rʲ + i ç + ə d,d aː + dʲ e ç + ɛ rʲ + f i ç + ə d,ɣ/d aː + j/dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-33-33-1,,Scottish_Gaelic,Chan-2019-133-33-33,triçədsətriː,triçədsətriː,t r i + ç ə d + s + ə + t r iː,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle three,3 12 15 16 3,t r i + ç ə d + s + ə + t r iː,t r iː + ə d + a ɣ ə s + ə + t r iː,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + t r iː
Scottish_Gaelic-Chan-2019-133-33-33-2,,Scottish_Gaelic,Chan-2019-133-33-33,triːdʲiəgɛrʲiçəd,triːdʲiəgɛrʲiçəd,t r iː + dʲ i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,three ten on twenty -ty,3 11 13 20 12,t r iː + dʲ i ə g + ɛ rʲ + i ç + ə d,t r iː + dʲ e ç + ɛ rʲ + f i ç + ə d,t r iː + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-34-34-1,,Scottish_Gaelic,Chan-2019-133-34-34,triçədsəkʲehɪrʲ,triçədsəkʲehɪrʲ,t r i + ç ə d + s + ə + kʲ e h ɪ rʲ,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle four,3 12 15 16 4,t r i + ç ə d + s + ə + kʲ e h ɪ rʲ,t r iː + ə d + a ɣ ə s + ə + kʲ e h ɪ rʲ,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + kʲ e h ɪ rʲ
Scottish_Gaelic-Chan-2019-133-34-34-2,,Scottish_Gaelic,Chan-2019-133-34-34,kʲehɪrʲdʲiəgɛrʲiçəd,kʲehɪrʲdʲiəgɛrʲiçəd,kʲ e h ɪ rʲ + dʲ i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,four ten on twenty -ty,4 11 13 20 12,kʲ e h ɪ rʲ + dʲ i ə g + ɛ rʲ + i ç + ə d,kʲ e h ɪ rʲ + dʲ e ç + ɛ rʲ + f i ç + ə d,kʲ e h ɪ rʲ + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-35-35-1,,Scottish_Gaelic,Chan-2019-133-35-35,triçədsəkoːgʲ,triçədsəkoːgʲ,t r i + ç ə d + s + ə + k oː gʲ,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle five,3 12 15 16 5,t r i + ç ə d + s + ə + k oː gʲ,t r iː + ə d + a ɣ ə s + ə + k oː gʲ,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + k oː gʲ
Scottish_Gaelic-Chan-2019-133-35-35-2,,Scottish_Gaelic,Chan-2019-133-35-35,koːgʲdʲiəgɛrʲiçəd,koːgʲdʲiəgɛrʲiçəd,k oː gʲ + dʲ i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,five ten on twenty -ty,5 11 13 20 12,k oː gʲ + dʲ i ə g + ɛ rʲ + i ç + ə d,k oː gʲ + dʲ e ç + ɛ rʲ + f i ç + ə d,k oː gʲ + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-36-36-1,,Scottish_Gaelic,Chan-2019-133-36-36,triçədsəʃia,triçədsəʃia,t r i + ç ə d + s + ə + ʃ i a,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle six,3 12 15 16 6,t r i + ç ə d + s + ə + ʃ i a,t r iː + ə d + a ɣ ə s + ə + ʃ i a,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + ʃ i a
Scottish_Gaelic-Chan-2019-133-36-36-2,,Scottish_Gaelic,Chan-2019-133-36-36,ʃiadʲiəgɛrʲiçəd,ʃiadʲiəgɛrʲiçəd,ʃ i a + dʲ i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,six ten on twenty -ty,6 11 13 20 12,ʃ i a + dʲ i ə g + ɛ rʲ + i ç + ə d,ʃ i a + dʲ e ç + ɛ rʲ + f i ç + ə d,ʃ i a + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-37-37-1,,Scottish_Gaelic,Chan-2019-133-37-37,triçədsəʃɛxg,triçədsəʃɛxg,t r i + ç ə d + s + ə + ʃ ɛ x g,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle seven,3 12 15 16 7,t r i + ç ə d + s + ə + ʃ ɛ x g,t r iː + ə d + a ɣ ə s + ə + ʃ ɛ x g,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g
Scottish_Gaelic-Chan-2019-133-37-37-2,,Scottish_Gaelic,Chan-2019-133-37-37,ʃɛxgdʲiəgɛrʲiçəd,ʃɛxgdʲiəgɛrʲiçəd,ʃ ɛ x g + dʲ i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,seven ten on twenty -ty,7 11 13 20 12,ʃ ɛ x g + dʲ i ə g + ɛ rʲ + i ç + ə d,ʃ ɛ x g + dʲ e ç + ɛ rʲ + f i ç + ə d,ʃ ɛ x g + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-38-38-1,,Scottish_Gaelic,Chan-2019-133-38-38,triçədsəhɔxg,triçədsəhɔxg,t r i + ç ə d + s + ə + h ɔ x g,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle eight,3 12 15 16 8,t r i + ç ə d + s + ə + h ɔ x g,t r iː + ə d + a ɣ ə s + ə + ɔ x g,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g
Scottish_Gaelic-Chan-2019-133-38-38-2,,Scottish_Gaelic,Chan-2019-133-38-38,ɔxgdʲiəgɛrʲiçəd,ɔxgdʲiəgɛrʲiçəd,ɔ x g + dʲ i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,eight ten on twenty -ty,8 11 13 20 12,ɔ x g + dʲ i ə g + ɛ rʲ + i ç + ə d,ɔ x g + dʲ e ç + ɛ rʲ + f i ç + ə d,ɔ x g + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-39-39-1,,Scottish_Gaelic,Chan-2019-133-39-39,triçədsən̪ˠɯj,triçədsən̪ˠɯj,t r i + ç ə d + s + ə + n̪ˠ ɯ j,decimal,LearnGaelic2021,,,,,three -ty and numeral_particle nine,3 12 15 16 9,t r i + ç ə d + s + ə + n̪ˠ ɯ j,t r iː + ə d + a ɣ ə s + ə + n̪ˠ ɯ j,t r i/iː + ç/- ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j
Scottish_Gaelic-Chan-2019-133-39-39-2,,Scottish_Gaelic,Chan-2019-133-39-39,n̪ˠɯjdʲiəgɛrʲiçəd,n̪ˠɯjdʲiəgɛrʲiçəd,n̪ˠ ɯ j + dʲ i ə g + ɛ rʲ + i ç + ə d,vigesimal,LearnGaelic2021,,,,,nine ten on twenty -ty,9 11 13 20 12,n̪ˠ ɯ j + dʲ i ə g + ɛ rʲ + i ç + ə d,n̪ˠ ɯ j + dʲ e ç + ɛ rʲ + f i ç + ə d,n̪ˠ ɯ j + dʲ i/- ə/e g/ç + ɛ rʲ + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-40-40-1,,Scottish_Gaelic,Chan-2019-133-40-40,daːiçəd,daːiçəd,d aː + i ç + ə d,vigesimal,LearnGaelic2021,,,,,two twenty -ty,2 20 12,d aː + i ç + ə d,d aː + f i ç + ə d,d aː + -/f i ç + ə d
Scottish_Gaelic-Chan-2019-133-40-40-2,,Scottish_Gaelic,Chan-2019-133-40-40,kʲɛrəd,kʲɛrəd,kʲ ɛ r + ə d,decimal,LearnGaelic2021,,,,,four -ty,4 12,kʲ ɛ r + ə d,kʲ e h ɪ rʲ + ə d,kʲ ɛ/e -/h -/ɪ r/rʲ + ə d
Shanghainese-Chan-2019-133-1-1-1,,Shanghainese,Chan-2019-133-1-1,iɪʔ⁵⁵,iɪʔ⁵⁵,iɪ ʔ ⁵⁵,,Shanghainese,,,,,one,1,iɪ ʔ ⁵⁵,iɪ ʔ ⁵⁵,iɪ ʔ ⁵⁵
Shanghainese-Chan-2019-133-2-2-1,,Shanghainese,Chan-2019-133-2-2,ȵi²³,ȵi²³,ȵ i ²³,,Shanghainese,,,,,two,2,ȵ i ²³,ȵ i ²³,ȵ i ²³
Shanghainese-Chan-2019-133-3-3-1,,Shanghainese,Chan-2019-133-3-3,sᴇ⁵³,sᴇ⁵³,s e̞ ⁵³,,Shanghainese,,,,,three,3,s e̞ ⁵³,s ᴇ ⁵³,s ᴇ ⁵³
Shanghainese-Chan-2019-133-4-4-1,,Shanghainese,Chan-2019-133-4-4,sɿ³⁴,sɿ³⁴,s ɿ ³⁴,,Shanghainese,,,,,four,4,s ɿ ³⁴,s ɿ ³⁴,s ɿ ³⁴
Shanghainese-Chan-2019-133-5-5-1,,Shanghainese,Chan-2019-133-5-5,ɦŋ̍²³,ɦŋ̍²³,ɦ ŋ̍ ²³,,Shanghainese,,,,,five,5,ɦ ŋ̍ ²³,ɦ ŋ̍ ²³,ɦ ŋ̍ ²³
Shanghainese-Chan-2019-133-6-6-1,,Shanghainese,Chan-2019-133-6-6,loʔ¹²,loʔ¹²,l o ʔ ¹²,,Shanghainese,,,,,six,6,l o ʔ ¹²,l o ʔ ¹²,l o ʔ ¹²
Shanghainese-Chan-2019-133-7-7-1,,Shanghainese,Chan-2019-133-7-7,tɕ'iɪʔ,tɕ'iɪʔ,tɕʰ iɪ ʔ,,Shanghainese,,,,,seven,7,tɕʰ iɪ ʔ,tɕʰ iɪ ʔ,tɕʰ iɪ ʔ
Shanghainese-Chan-2019-133-8-8-1,,Shanghainese,Chan-2019-133-8-8,pᴀʔ⁵⁵,pᴀʔ⁵⁵,p ᴀ ʔ ⁵⁵,,Shanghainese,,,,,eight,8,p ᴀ ʔ ⁵⁵,p ᴀ ʔ ⁵⁵,p ᴀ ʔ ⁵⁵
Shanghainese-Chan-2019-133-9-9-1,,Shanghainese,Chan-2019-133-9-9,tɕiɤ³⁴,tɕiɤ³⁴,tɕ iɤ ³⁴,,Shanghainese,,,,,nine,9,tɕ iɤ ³⁴,tɕ iɤ ³⁴,tɕ iɤ ³⁴
Shanghainese-Chan-2019-133-10-10-1,,Shanghainese,Chan-2019-133-10-10,zəʔ¹²,zəʔ¹²,z ə ʔ ¹²,,Shanghainese,,,,,ten,10,z ə ʔ ¹²,z ə ʔ ¹²,z ə ʔ ¹²
Shanghainese-Chan-2019-133-11-11-1,,Shanghainese,Chan-2019-133-11-11,zəʔ¹²iɪʔ⁵⁵,zəʔ¹²iɪʔ⁵⁵,z ə ʔ ¹² + iɪ ʔ ⁵⁵,,Shanghainese,,,,,ten one,10 1,z ə ʔ ¹² + iɪ ʔ ⁵⁵,z ə ʔ ¹² + iɪ ʔ ⁵⁵,z ə ʔ ¹² + iɪ ʔ ⁵⁵
Shanghainese-Chan-2019-133-12-12-1,,Shanghainese,Chan-2019-133-12-12,zəʔ¹²ȵi²³,zəʔ¹²ȵi²³,z ə ʔ ¹² + ȵ i ²³,,Shanghainese,,,,,ten two,10 2,z ə ʔ ¹² + ȵ i ²³,z ə ʔ ¹² + ȵ i ²³,z ə ʔ ¹² + ȵ i ²³
Shanghainese-Chan-2019-133-13-13-1,,Shanghainese,Chan-2019-133-13-13,zəʔ¹²sᴇ⁵³,zəʔ¹²sᴇ⁵³,z ə ʔ ¹² + s e̞ ⁵³,,Shanghainese,,,,,ten three,10 3,z ə ʔ ¹² + s e̞ ⁵³,z ə ʔ ¹² + s ᴇ ⁵³,z ə ʔ ¹² + s ᴇ ⁵³
Shanghainese-Chan-2019-133-14-14-1,,Shanghainese,Chan-2019-133-14-14,zəʔ¹²sɿ³⁴,zəʔ¹²sɿ³⁴,z ə ʔ ¹² + s ɿ ³⁴,,Shanghainese,,,,,ten four,10 4,z ə ʔ ¹² + s ɿ ³⁴,z ə ʔ ¹² + s ɿ ³⁴,z ə ʔ ¹² + s ɿ ³⁴
Shanghainese-Chan-2019-133-15-15-1,,Shanghainese,Chan-2019-133-15-15,zəʔ¹²ɦŋ̍²³,zəʔ¹²ɦŋ̍²³,z ə ʔ ¹² + ɦ ŋ̍ ²³,,Shanghainese,,,,,ten five,10 5,z ə ʔ ¹² + ɦ ŋ̍ ²³,z ə ʔ ¹² + ɦ ŋ̍ ²³,z ə ʔ ¹² + ɦ ŋ̍ ²³
Shanghainese-Chan-2019-133-16-16-1,,Shanghainese,Chan-2019-133-16-16,zəʔ¹²loʔ¹²,zəʔ¹²loʔ¹²,z ə ʔ ¹² + l o ʔ ¹²,,Shanghainese,,,,,ten six,10 6,z ə ʔ ¹² + l o ʔ ¹²,z ə ʔ ¹² + l o ʔ ¹²,z ə ʔ ¹² + l o ʔ ¹²
Shanghainese-Chan-2019-133-17-17-1,,Shanghainese,Chan-2019-133-17-17,zəʔ¹²tɕ'iɪʔ,zəʔ¹²tɕ'iɪʔ,z ə ʔ ¹² + tɕʰ iɪ ʔ,,Shanghainese,,,,,ten seven,10 7,z ə ʔ ¹² + tɕʰ iɪ ʔ,z ə ʔ ¹² + tɕʰ iɪ ʔ,z ə ʔ ¹² + tɕʰ iɪ ʔ
Shanghainese-Chan-2019-133-18-18-1,,Shanghainese,Chan-2019-133-18-18,zəʔ¹²pᴀʔ⁵⁵,zəʔ¹²pᴀʔ⁵⁵,z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,,Shanghainese,,,,,ten eight,10 8,z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,z ə ʔ ¹² + p ᴀ ʔ ⁵⁵,z ə ʔ ¹² + p ᴀ ʔ ⁵⁵
Shanghainese-Chan-2019-133-19-19-1,,Shanghainese,Chan-2019-133-19-19,zəʔ¹²tɕiɤ³⁴,zəʔ¹²tɕiɤ³⁴,z ə ʔ ¹² + tɕ iɤ ³⁴,,Shanghainese,,,,,ten nine,10 9,z ə ʔ ¹² + tɕ iɤ ³⁴,z ə ʔ ¹² + tɕ iɤ ³⁴,z ə ʔ ¹² + tɕ iɤ ³⁴
Shanghainese-Chan-2019-133-20-20-1,,Shanghainese,Chan-2019-133-20-20,ȵiᴇ²³,ȵiᴇ²³,ȵ ie̞ ²³,,Shanghainese,,,,,twenty,20,ȵ ie̞ ²³,ȵ iᴇ ²³,ȵ iᴇ ²³
